0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.25700578407903674,0.18777785436360617,0.17224601206770007,0.24208697024138104,0.3477269465634434,0.47614508489463514,0.5968516896610598,0.7010102004879073,0.7938469021934589,0.8908495576034561,0.95582480897159,0.9867228699568358,1.0,0.9420934131192054,0.8823959215319919,0.8151362605399717,0.7658957838789728,0.7226345364548514,0.6709031443859033,0.6774638960753627,0.805946615444225,0.9270888871105551,0.8679220928178282,0.7125533963617503,0.537124287527063,0.3754343285976258,0.2943143020305561,0.3376952154431079,0.3537686224417058,0.3849009330283568,0.4322414784184092,0.4998394886608999,0.4423716066183898,0.3180900818028265,0.25948040728311916,0.2894439659793857,0.33722475862839296,0.34258367434915105,0.3427003292197348,0.35569987726302443,0.3897829312821699,0.40137692696238503,0.43665943921673556,0.4231428321870272,0.4380755984027287,0.4049543330529044,0.40961580704677747,0.3847479087012209,0.3742253379965801,0.34660799608990356,0.3425990433575157,0.34259270103507067,0.34050598929818054,0.31278910535704796,0.26775110962971826,0.20080454006968296,0.17012387673202767,0.24120046735432243,0.36476271223068313,0.48161212008618737,0.5998833822340695,0.6931199863119026,0.803641065058307,0.9079985851534875,0.9679823375578742,0.9574430008483752,0.9119204028988035,0.8640990649741438,0.778936032251897,0.7209059023785187,0.6971027897873299,0.6485673748773246,0.6140628205781917,0.6227145363206255,0.7146557162094576,0.8717505642602008,0.966829683992942,0.8976848307783092,0.7386450757800658,0.5596592758178467,0.39534676792495116,0.26350125780519207,0.29875964541815314,0.3114657893732149,0.34197498035151064,0.3944134680745748,0.43865560797670433,0.3809991788325018,0.28762380305104696,0.30109080692543966,0.34058035944022524,0.3633819783050649,0.3444353562088409,0.35957209806306256,0.40626222020592007,0.4140425040918583,0.4053483804917972,0.4059810033403508,0.3869415162947796,0.3694165137260592,0.37781685736442583,0.3781628767852414,0.3627651389776627,0.34302429291914294,0.33870320956206523,0.31261433027659624,0.3324993559274647,0.3273658665957724,0.3161089404528328,0.26843006890138277,0.20648752258767544,0.14909103275422453,0.17624865673500167,0.27264639275090996,0.377122349286366,0.49966546478880414,0.6325553154077532,0.7321433160638051,0.8320245326874129,0.9061018501035232,0.9391237688247651,0.9137039380058356,0.849806558518444,0.8028896789639992,0.7405513319403472,0.6927536956781717,0.6586105799812829,0.6059794314465083,0.5637620156947092,0.47964148490024705,0.49335401538371304,0.5397453525547684,0.5871546753917656,0.6351138486294419,0.6900681742538444,0.7499096371231797,0.8035576945799203,0.814874175628125,0.7373040152403894,0.6424428239967854,0.5377852184154355,0.4161380020971972,0.28912613033067647,0.1723421560848326,0.0775836084064423,0.015122317503300842,0.04204327587977552,0.09860334461980003,0.15412008340817795,0.20062780463928576,0.21807732265934643,0.19601046978866865,0.2173116604469607,0.22146172232786565,0.2411280334138759,0.2565914553312352,0.2565110809403981,0.2415899838102904,0.2601843692455805,0.27175301666840124,0.29144762922208134,0.2924951674728753,0.2843441463084444,0.2491562769812088,0.23632788691115003,0.23879834155859125,0.24090662233390425,0.20435201475217823,0.17852952523192833,0.17264860557701844,0.25973128635496145,0.2999058255002547,0.24522976423363563,0.2206830943768443,0.1936721116760145,0.1375959421142836,0.08785519816967025,0.16838186043719006,0.3302305104807832,0.45676695614426865,0.4228733766180337,0.4669511014536383,0.5083214796120172,0.546709194857721,0.56288535406678,0.5964665017207649,0.6513310868586233,0.7246867090123246,0.7893650844483648,0.8324711981436703,0.8391398150201503,0.7939192369810311,0.6888088591442054,0.5828819979816169,0.4705835861793499,0.3530970970568079,0.23337130856555,0.13092816185901235,0.03397630042744115,0.0,0.06271992798780701,0.12633208745372304,0.19442383948032926,0.22061863438991214,0.22500959530513676,0.23316581934059588,0.23418374316476154,0.22822911232336107,0.2608847669745993,0.26528605462764343,0.2823518625769905,0.29457745772055954,0.3192813303387343,0.3071429995064827,0.3065286135362717,0.26643225955201455,0.2469488010945069,0.2223169113940724,0.22095989031263663,0.21285795092221615,0.19835691266175193,0.14366193183573017,0.13169349524549112,0.17374313729433855,0.28452733950013,0.3030432420797089,0.2609832506134353,0.25664505434917917,0.2390267148652656,0.156847681278796,0.09142308721641967,0.1633427155985343,0.31908615212513425,0.45585031106890384,0.4232743090454738,0.47751684994969423,0.5523533618076328,0.5990468064098549,0.6377039639795115,0.6865827791872645,0.7542711419622199,0.8040814540349226,0.8576914869105128,0.8762849872349143,0.81571927987655,0.7474847452635016,0.6449784501724389,0.5312878705007016,0.41503860953489546,0.29434699881729465,0.19533192736975646,0.08724215987933803,0.04459650361738099,0.06566062692016406,0.12262558732904338
